restaurant_id,restaurant_name,tier,hour_of_day,day_of_week,order_time,true_kpt_minutes,hidden_load,base_kpt_minutes,zomato_concurrent_orders,acceptance_latency_seconds,for_delay_seconds,is_rp_for,honest_merchant,raw_for_kpt,corrected_for_kpt,pos_kpt,kli_adjusted_kpt,kitchen_load_index,local_foot_traffic_index,competitor_platform_orders,naive_kpt_estimate,actual_rider_wait_minutes,naive_kpt_error,concurrent_norm,latency_norm,foot_traffic_norm,competitor_norm
R000,Spice Junction,T3,10,1,2025-01-07 10:25:08,24.272,3.898,18,0,34.24,53.0,False,False,31.638270116666668,31.638270116666668,22.44933735,28.898,32.68,56.17,4,30.755,0.0,6.483,0.0,0.4730727749172458,0.5617,0.26666666666666666
R000,Spice Junction,T3,12,1,2025-01-07 12:16:13,30.549,9.106,18,0,57.73,245.759918,True,False,31.69621025,30.262876916666666,30.79776335,31.098,55.52,100.0,5,27.6,2.949,2.949,0.0,0.8209760122858794,1.0,0.3333333333333333
R000,Spice Junction,T3,13,1,2025-01-07 13:37:36,29.387,7.754,18,0,42.08,314.343472,True,False,32.08373796666667,30.650404633333334,28.902882816666665,30.762,50.73,100.0,6,26.845,2.542,2.542,0.0,0.5891886276618217,1.0,0.4
R000,Spice Junction,T3,13,1,2025-01-07 13:56:36,26.664,6.142,18,0,42.14,46.0,True,False,29.115421949999998,27.682088616666665,28.402968933333334,27.371,47.75,100.0,3,28.349,0.0,1.685,0.0,0.5900772693920098,1.0,0.2
R000,Spice Junction,T3,13,1,2025-01-07 13:59:48,22.959,2.416,18,1,23.68,24.0,False,False,32.0323073,32.0323073,21.886335183333333,30.418,39.92,100.0,0,31.632,0.0,8.673,0.06666666666666667,0.31667183040414354,1.0,0.0
R000,Spice Junction,T3,16,1,2025-01-07 16:02:39,19.246,0.756,18,0,30.28,25.0,False,False,31.416694399999997,31.416694399999997,18.965332083333333,27.524,25.22,49.52,0,31.0,0.0,11.754,0.0,0.41442242072483254,0.49520000000000003,0.0
R000,Spice Junction,T3,17,1,2025-01-07 17:32:58,17.021,0.0,18,0,13.5,82.0,False,False,24.999262733333335,24.999262733333335,20.104364466666667,21.701,23.61,64.88,0,23.633,0.0,6.612,0.0,0.16589895018223255,0.6487999999999999,0.0
R000,Spice Junction,T3,19,1,2025-01-07 19:09:12,25.391,4.743,18,0,35.11,52.0,True,False,25.313835766666667,23.880502433333334,26.717245866666666,23.301,45.15,100.0,3,24.447,0.944,0.944,0.0,0.485958080004973,1.0,0.2
R000,Spice Junction,T3,13,2,2025-01-08 13:36:06,26.999,5.982,18,0,42.38,24.0,False,False,33.446078783333334,33.446078783333334,23.99923295,33.587,50.84,100.0,6,33.046,0.0,6.047,0.0,0.5936318363127621,1.0,0.4
R000,Spice Junction,T3,15,2,2025-01-08 15:32:16,19.248,1.133,18,0,28.9,31.0,False,False,30.534439666666668,30.534439666666668,21.839266733333332,26.696,24.86,50.05,0,30.018,0.0,10.77,0.0,0.3939836609305066,0.5005,0.0
R000,Spice Junction,T3,0,3,2025-01-09 00:52:35,19.382,1.136,18,0,33.62,53.0,False,False,32.504362199999996,32.504362199999996,23.257709499999997,27.354,18.31,22.36,0,31.621,0.0,12.239,0.0,0.46389014370530224,0.2236,0.0
R000,Spice Junction,T3,8,3,2025-01-09 08:18:38,20.463,1.436,18,0,27.45,41.0,False,False,26.55996866666667,26.55996866666667,20.614671216666668,24.826,36.94,88.77,1,25.877,0.0,5.414,0.0,0.3725081524509613,0.8876999999999999,0.06666666666666667
R000,Spice Junction,T3,11,3,2025-01-09 11:28:53,25.258,4.542,18,0,38.61,84.0,False,False,31.25171621666667,31.25171621666667,24.186725916666667,28.112,29.91,48.21,2,29.852,0.0,4.594,0.0,0.5377955142659443,0.48210000000000003,0.13333333333333333
R000,Spice Junction,T3,11,3,2025-01-09 11:56:06,22.538,3.143,18,0,39.95,85.0,False,False,31.891574199999997,31.891574199999997,25.7054546,28.937,31.47,51.77,2,30.475,0.0,7.937,0.0,0.5576418462401448,0.5177,0.13333333333333333
R000,Spice Junction,T3,19,3,2025-01-09 19:39:51,28.64,6.915,18,0,50.03,82.0,False,False,32.445427433333336,32.445427433333336,28.593860566666667,33.041,53.67,100.0,6,31.079,0.0,2.439,0.0,0.7069336569117425,1.0,0.4
R000,Spice Junction,T3,21,3,2025-01-09 21:06:56,28.917,7.568,18,0,55.44,260.252972,True,False,29.56990465,28.136571316666668,26.32137433333333,28.386,51.77,83.65,7,25.232,3.685,3.685,0.0,0.787059519583701,0.8365,0.4666666666666667
R000,Spice Junction,T3,21,3,2025-01-09 21:56:15,31.935,8.72,18,0,53.37,62.0,False,False,33.57841403333334,33.57841403333334,26.99933798333333,34.057,52.85,89.81,7,32.545,0.0,0.61,0.0,0.7564013798922122,0.8981,0.4666666666666667
R000,Spice Junction,T3,6,4,2025-01-10 06:21:49,25.502,4.306,18,0,32.12,31.0,False,False,29.551887,29.551887,26.1092536,26.009,26.02,36.58,4,29.035,0.0,3.533,0.0,0.44167410045060024,0.36579999999999996,0.26666666666666666
R000,Spice Junction,T3,7,4,2025-01-10 07:27:53,17.802,0.344,18,0,31.61,50.0,False,False,30.059167549999998,30.059167549999998,18.0808841,27.152,30.66,66.02,0,29.226,0.0,11.424,0.0,0.4341206457440016,0.6602,0.0
R000,Spice Junction,T3,8,4,2025-01-10 08:56:44,20.863,1.437,18,0,27.76,34.0,False,False,29.17116881666667,29.17116881666667,18.510474816666665,26.907,34.48,80.19,1,28.605,0.0,7.742,0.0,0.37709946805693306,0.8019,0.06666666666666667
R000,Spice Junction,T3,9,4,2025-01-10 09:40:54,18.672,0.0,18,0,19.72,48.0,False,False,29.148428333333335,29.148428333333335,16.586496333333333,26.216,29.88,71.43,2,28.348,0.0,9.676,0.0,0.2580214762117302,0.7143,0.13333333333333333
R000,Spice Junction,T3,14,4,2025-01-10 14:16:57,28.275,6.625,18,0,39.66,182.348203,True,False,27.661328033333334,26.2279947,28.11456575,25.231,42.4,75.22,6,24.622,3.653,3.653,0.0,0.5533467445442357,0.7522,0.4
R000,Spice Junction,T3,16,4,2025-01-10 16:27:35,16.67,0.0,18,0,24.91,16.0,False,False,32.222780766666666,32.222780766666666,17.522621833333336,27.926,23.33,46.54,1,31.956,0.0,15.286,0.0,0.33488898587299926,0.4654,0.06666666666666667
R000,Spice Junction,T3,18,4,2025-01-10 18:16:10,20.301,1.133,18,0,31.75,71.0,False,False,25.476150566666668,25.476150566666668,20.343527083333335,23.714,36.17,80.88,1,24.293,0.0,3.992,0.0,0.43619414311444044,0.8088,0.06666666666666667
R000,Spice Junction,T3,2,5,2025-01-11 02:47:59,19.063,0.663,18,0,13.08,57.0,False,False,26.295876766666666,26.295876766666666,23.198184833333336,20.671,7.22,7.42,1,25.346,0.0,6.283,0.0,0.15967845807091594,0.0742,0.06666666666666667
R000,Spice Junction,T3,5,5,2025-01-11 05:23:37,20.956,1.849,18,0,31.13,85.0,False,False,31.25584985,31.25584985,18.135546766666668,26.432,19.13,24.84,1,29.839,0.0,8.883,0.0,0.4270115119024969,0.2484,0.06666666666666667
R000,Spice Junction,T3,8,5,2025-01-11 08:08:02,19.515,1.107,18,0,21.63,54.0,False,False,27.481252316666666,27.481252316666666,16.557473599999998,25.854,38.16,100.0,1,26.581,0.0,7.066,0.0,0.2863099046227175,1.0,0.06666666666666667
R000,Spice Junction,T3,12,5,2025-01-11 12:59:50,19.918,1.434,18,0,28.31,20.0,False,False,29.058668533333332,29.058668533333332,21.754646116666667,27.552,39.63,100.0,0,28.725,0.0,8.807,0.0,0.3852453505836571,1.0,0.0
R000,Spice Junction,T3,18,5,2025-01-11 18:22:49,17.615,0.0,18,0,20.14,86.0,False,False,27.583493716666666,27.583493716666666,21.155738916666667,25.617,35.74,97.1,0,26.15,0.0,8.535,0.0,0.2642419683230468,0.971,0.0
R000,Spice Junction,T3,20,5,2025-01-11 20:26:51,25.911,5.277,18,0,37.98,46.0,False,False,28.241391916666664,28.241391916666664,24.865879416666665,27.706,46.21,100.0,3,27.475,0.0,1.564,0.0,0.5284647760989695,1.0,0.2
R000,Spice Junction,T3,21,5,2025-01-11 21:13:43,24.607,4.527,18,0,31.97,46.0,True,False,28.018467083333334,26.58513375,29.5109849,25.653,42.99,100.0,2,27.252,0.0,2.645,0.0,0.43945249612513004,1.0,0.13333333333333333
R000,Spice Junction,T3,21,5,2025-01-11 21:15:55,26.469,4.691,18,1,39.86,35.0,False,False,28.326360216666668,28.326360216666668,24.8562762,28.455,50.91,100.0,5,27.743,0.0,1.274,0.06666666666666667,0.5563088836448626,1.0,0.3333333333333333
R000,Spice Junction,T3,21,5,2025-01-11 21:26:39,33.744,9.048,18,2,51.67,37.847964,True,False,27.224534783333336,25.791201450000003,26.377510433333335,26.73,57.28,100.0,5,26.594,7.15,7.15,0.13333333333333333,0.7312231975368833,1.0,0.3333333333333333
R000,Spice Junction,T3,22,5,2025-01-11 22:51:11,24.279,4.252,18,0,42.08,67.0,False,False,35.67249018333334,35.67249018333334,23.710728966666668,34.237,41.95,80.74,3,34.556,0.0,10.277,0.0,0.5891886276618217,0.8073999999999999,0.2
R000,Spice Junction,T3,8,6,2025-01-12 08:44:06,19.031,0.91,18,0,25.59,63.0,False,False,31.3816055,31.3816055,14.231610116666667,29.753,39.62,100.0,1,30.332,0.0,11.301,0.0,0.3449602588151308,1.0,0.06666666666666667
R000,Spice Junction,T3,9,6,2025-01-12 09:42:12,20.08,1.185,18,0,30.27,66.0,False,False,31.620627733333333,31.620627733333333,19.73113945,29.959,39.49,83.78,4,30.521,0.0,10.441,0.0,0.41427431376980106,0.8378,0.26666666666666666
R000,Spice Junction,T3,9,6,2025-01-12 09:58:29,19.441,0.477,18,0,23.3,59.0,False,False,27.098216516666664,27.098216516666664,13.474248983333332,24.837,33.31,85.1,0,26.115,0.0,6.674,0.0,0.3110437661129524,0.851,0.0
R000,Spice Junction,T3,12,6,2025-01-12 12:50:55,21.524,2.951,18,0,33.14,44.0,True,False,26.505479016666666,25.072145683333336,28.198267166666668,24.247,43.42,100.0,2,25.772,0.0,4.248,0.0,0.45678100986379766,1.0,0.13333333333333333
R000,Spice Junction,T3,12,6,2025-01-12 12:55:04,22.108,2.46,18,1,30.29,50.0,False,False,29.877656549999998,29.877656549999998,20.356078416666666,28.886,43.36,100.0,1,29.044,0.0,6.936,0.06666666666666667,0.41457052767986385,1.0,0.06666666666666667
R000,Spice Junction,T3,21,6,2025-01-12 21:54:30,24.396,4.552,18,0,39.25,43.0,False,False,30.657458183333333,30.657458183333333,26.827814733333334,30.455,48.68,100.0,5,29.941,0.0,5.545,0.0,0.5472743593879505,1.0,0.3333333333333333
R000,Spice Junction,T3,9,0,2025-01-13 09:16:02,19.263,0.0,18,0,12.1,28.0,False,False,26.977804266666666,26.977804266666666,20.127266216666666,23.639,25.25,68.72,1,26.511,0.0,7.248,0.0,0.145163976477844,0.6872,0.06666666666666667
R000,Spice Junction,T3,12,0,2025-01-13 12:01:07,20.599,1.584,18,0,31.07,48.0,False,False,28.7444917,28.7444917,20.722053300000002,27.401,40.65,100.0,0,27.944,0.0,7.345,0.0,0.4261228701723088,1.0,0.0
R000,Spice Junction,T3,13,0,2025-01-13 13:32:07,26.005,5.199,18,0,45.63,64.0,False,False,32.8049843,32.8049843,26.94071991666667,32.812,50.04,100.0,4,31.738,0.0,5.733,0.0,0.6417665966979499,1.0,0.26666666666666666
R000,Spice Junction,T3,17,0,2025-01-13 17:22:46,23.616,3.785,18,0,36.57,55.0,False,False,27.32462681666667,27.32462681666667,24.11626491666667,24.868,32.02,61.11,1,26.408,0.0,2.792,0.0,0.5075816954395496,0.6111,0.06666666666666667
R000,Spice Junction,T3,18,0,2025-01-13 18:25:43,21.109,2.227,18,0,27.32,83.0,False,False,31.474154633333335,31.474154633333335,19.67357075,29.515,37.55,84.28,3,30.091,0.0,8.982,0.0,0.3705827620355538,0.8428,0.2
R000,Spice Junction,T3,19,0,2025-01-13 19:00:33,25.186,5.111,18,0,45.26,83.0,False,False,28.6217189,28.6217189,26.2716076,28.895,51.91,100.0,6,27.238,0.0,2.052,0.0,0.63628663936179,1.0,0.4
R000,Spice Junction,T3,21,0,2025-01-13 21:12:16,24.024,3.817,18,0,37.28,20.0,False,False,32.72776161666666,32.72776161666666,21.570535716666665,32.263,47.16,97.36,5,32.394,0.0,8.37,0.0,0.5180972892467752,0.9736,0.3333333333333333
R000,Spice Junction,T3,12,1,2025-01-14 12:04:42,20.686,1.351,18,0,24.39,57.0,False,False,36.17892896666667,36.17892896666667,20.45727585,34.403,40.18,100.0,2,35.229,0.0,14.543,0.0,0.3271874242113692,1.0,0.13333333333333333
R000,Spice Junction,T3,12,1,2025-01-14 12:13:27,27.288,5.77,18,1,37.55,89.0,False,False,36.52815043333333,36.52815043333333,29.048414583333333,35.624,45.05,100.0,0,35.045,0.0,7.757,0.06666666666666667,0.5220961770326216,1.0,0.0
R000,Spice Junction,T3,12,1,2025-01-14 12:35:53,26.207,5.671,18,0,39.3,15.0,False,False,29.265639949999997,29.265639949999997,26.731721116666666,28.929,47.7,100.0,4,29.016,0.0,2.809,0.0,0.5480148941631072,1.0,0.26666666666666666
R000,Spice Junction,T3,13,1,2025-01-14 13:13:32,27.99,7.666,18,0,50.32,75.0,True,False,28.965272566666666,27.531939233333333,27.5745676,27.777,51.78,100.0,4,27.715,0.275,0.275,0.0,0.7112287586076514,1.0,0.26666666666666666
R000,Spice Junction,T3,16,1,2025-01-14 16:12:26,18.313,0.363,18,0,15.83,63.0,False,False,29.018162083333333,29.018162083333333,15.315492316666667,24.517,18.98,46.58,0,27.968,0.0,9.655,0.0,0.20040787070453633,0.4658,0.0
R000,Spice Junction,T3,17,1,2025-01-14 17:20:29,17.622,0.0,18,0,21.45,71.0,False,False,30.312587833333335,30.312587833333335,15.262711366666668,26.575,25.34,57.51,1,29.129,0.0,11.507,0.0,0.28364397943215325,0.5751,0.06666666666666667
R000,Spice Junction,T3,17,1,2025-01-14 17:42:54,21.338,2.434,18,0,24.04,30.0,False,False,29.745609833333333,29.745609833333333,20.522648699999998,26.825,30.36,67.7,2,29.246,0.0,7.908,0.0,0.32200368078527203,0.677,0.13333333333333333
R000,Spice Junction,T3,18,1,2025-01-14 18:20:25,24.161,4.142,18,0,24.96,52.0,False,False,31.617282883333335,31.617282883333335,22.70256885,29.689,37.8,84.71,4,30.751,0.0,6.59,0.0,0.33562952064815593,0.8471,0.26666666666666666
R000,Spice Junction,T3,18,1,2025-01-14 18:57:11,23.198,3.609,18,0,25.21,87.0,False,False,32.771149666666666,32.771149666666666,21.5731013,30.269,34.73,84.15,1,31.321,0.0,8.123,0.0,0.33933219452393965,0.8415,0.06666666666666667
R000,Spice Junction,T3,19,1,2025-01-14 19:19:32,27.38,6.2,18,0,57.49,54.0,False,False,31.472683166666666,31.472683166666666,27.90576,32.329,55.44,100.0,5,30.573,0.0,3.193,0.0,0.8174214453651271,1.0,0.3333333333333333
R000,Spice Junction,T3,19,1,2025-01-14 19:47:47,22.399,2.736,18,0,28.38,40.0,False,False,26.640703166666665,26.640703166666665,22.9211657,25.263,39.66,100.0,0,25.974,0.0,3.575,0.0,0.3862820992688765,1.0,0.0
R000,Spice Junction,T3,20,1,2025-01-14 20:50:47,26.271,6.06,18,0,44.73,36.0,True,False,27.399212133333332,25.9658788,25.485492983333334,25.798,48.71,100.0,3,26.799,0.0,0.528,0.0,0.6284369707451285,1.0,0.2
R000,Spice Junction,T3,6,2,2025-01-15 06:30:39,19.367,0.91,18,0,21.96,24.0,False,False,28.942604366666668,28.942604366666668,23.327945,24.782,21.25,39.91,2,28.543,0.0,9.176,0.0,0.29119743413875193,0.39909999999999995,0.13333333333333333
R000,Spice Junction,T3,7,2,2025-01-15 07:32:42,19.53,1.299,18,0,20.49,57.0,False,False,31.604659766666668,31.604659766666668,19.841501316666665,28.063,27.59,59.53,3,30.655,0.0,11.125,0.0,0.2694257117491439,0.5953,0.2
R000,Spice Junction,T3,7,2,2025-01-15 07:48:15,17.412,0.0,18,0,11.65,54.0,False,False,27.1766108,27.1766108,19.332563766666667,22.975,19.08,52.05,0,26.277,0.0,8.865,0.0,0.13849916350143335,0.5205,0.0
R000,Spice Junction,T3,9,2,2025-01-15 09:44:24,23.263,3.435,18,0,41.84,78.0,False,False,31.237343533333334,31.237343533333334,24.57022125,29.224,37.11,64.89,3,29.937,0.0,6.674,0.0,0.5856340607410694,0.6489,0.2
R000,Spice Junction,T3,10,2,2025-01-15 10:12:09,24.693,4.632,18,0,31.46,18.0,False,False,30.810878916666663,30.810878916666663,23.311127533333334,26.425,21.53,35.76,0,30.511,0.0,5.818,0.0,0.43189904141853136,0.3576,0.0
R000,Spice Junction,T3,13,2,2025-01-15 13:09:41,26.709,5.684,18,0,30.89,15.0,True,False,29.829034883333335,28.395701550000002,27.6168624,27.202,41.59,100.0,1,29.579,0.0,2.87,0.0,0.42345694498174463,1.0,0.06666666666666667
R000,Spice Junction,T3,13,2,2025-01-15 13:51:29,32.834,9.95,18,0,57.8,568.326013,True,False,34.19721941666667,32.76388608333333,33.580159183333336,33.509,54.55,100.0,4,24.725,8.109,8.109,0.0,0.8220127609710989,1.0,0.26666666666666666
R000,Spice Junction,T3,13,2,2025-01-15 13:56:40,26.451,4.754,18,1,39.52,88.0,True,False,26.865548216666664,25.432214883333334,21.850760933333333,25.659,51.78,100.0,6,25.399,1.052,1.052,0.06666666666666667,0.551273247173797,1.0,0.4
R000,Spice Junction,T3,14,2,2025-01-15 14:35:15,24.769,4.682,18,0,36.97,30.0,False,False,31.5878055,31.5878055,22.008359700000003,29.389,36.08,70.81,2,31.088,0.0,6.319,0.0,0.5135059736408034,0.7081000000000001,0.13333333333333333
R000,Spice Junction,T3,19,2,2025-01-15 19:14:11,33.473,10.163,18,0,61.55,307.592081,True,False,33.9848367,32.551503366666665,33.546187,34.169,59.94,100.0,8,28.858,4.615,4.615,0.0,0.8775528691078538,1.0,0.5333333333333333
R000,Spice Junction,T3,21,2,2025-01-15 21:55:49,28.67,7.162,18,0,55.35,28.0,True,False,27.09056905,25.657235716666666,24.369368866666665,25.718,50.47,96.09,2,26.624,2.046,2.046,0.0,0.7857265569884189,0.9609000000000001,0.13333333333333333
R000,Spice Junction,T3,23,2,2025-01-15 23:38:20,23.54,3.859,18,0,28.84,71.0,False,False,32.66367133333333,32.66367133333333,19.923345833333332,28.117,22.16,34.45,2,31.48,0.0,7.94,0.0,0.3930950192003185,0.34450000000000003,0.13333333333333333
R000,Spice Junction,T3,7,3,2025-01-16 07:09:14,23.317,3.365,18,0,45.01,64.0,False,False,27.622704566666666,27.622704566666666,21.720578233333335,26.109,39.04,64.1,4,26.556,0.0,3.239,0.0,0.6325839654860063,0.6409999999999999,0.26666666666666666
